id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send
p69874	3.a.1.11.1	spermidine		rxn05175,rxn09263,rxn11262	gnl|tc-db|p69874|3.a.1.11.1	50.459	3.27e-83	275	92	STY4_bin_1_NODE_177_length_30030_cov_539.334	16801	15830
p71338	3.a.1.10.3	iron		rxn05555,rxn08472	gnl|tc-db|p71338|3.a.1.10.3	26.380	3.98e-32	129	89	STY1_bin_1_NODE_26_length_72910_cov_20.1249	2873	1419
p71746	3.a.1.6.3	sulfate	EX_cpd00681_e0	rxn05153,rxn09276,rxn29239	gnl|tc-db|p71746|3.a.1.6.3	24.779	9.91e-12	63.2	79	STY1_bin_1_NODE_2674_length_6945_cov_22.9293	4945	5622
p72590	3.a.1.14.24	iron		rxn05555,rxn08472	gnl|tc-db|p72590|3.a.1.14.24	29.355	2.04e-24	102	88	STY4_bin_1_NODE_522_length_16192_cov_640.793	8722	7802
p72591	3.a.1.14.24	iron		rxn05555,rxn08472	gnl|tc-db|p72591|3.a.1.14.24	28.846	3.14e-13	69.3	88	STY2_bin_2_NODE_558_length_13567_cov_39.6624	6019	6948
p72592	3.a.1.14.24	iron		rxn05555,rxn08472	gnl|tc-db|p72592|3.a.1.14.24	33.600	5.32e-31	119	89	STY4_bin_1_NODE_49_length_51601_cov_492.665	33269	32532
p72827	3.a.1.10.2	iron		rxn05555,rxn08472	gnl|tc-db|p72827|3.a.1.10.2	44.136	3.98e-89	291	90	STY2_bin_2_NODE_26_length_56691_cov_33.0094	53179	54135
p73544	3.a.1.3.12	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|tc-db|p73544|3.a.1.3.12	28.092	1.87e-41	158	84	STY3_bin_1_NODE_479_length_12788_cov_136.755	4590	5930
p75712	2.a.39.3.8	allantoin		rxn05682,rxn08116,rxn09698,rxn34487	gnl|tc-db|p75712|2.a.39.3.8	29.938	1.98e-43	163	96	STY2_bin_2_NODE_17_length_65616_cov_40.1088	22164	20770
p77279	3.a.1.139.2	iron		rxn05555,rxn08472	gnl|tc-db|p77279|3.a.1.139.2	33.333	2.61e-28	110	91	STY4_bin_1_NODE_9_length_100063_cov_443.882	84804	84190
p94369	2.a.39.1.5	cytosine		rxn05527,rxn08266,rxn12428	gnl|tc-db|p94369|2.a.39.1.5	19.783	0.019	35.8	93	STY4_bin_1_NODE_22_length_67542_cov_591.459	24021	22702
p94369	2.a.39.1.5	purine	EX_cpd00018_e0,EX_cpd00126_e0,EX_cpd00114_e0,EX_cpd00497_e0,EX_cpd00018_e0,EX_cpd00126_e0,EX_cpd00114_e0,EX_cpd00497_e0	rxn05497	gnl|tc-db|p94369|2.a.39.1.5	19.783	0.019	35.8	93	STY4_bin_1_NODE_22_length_67542_cov_591.459	24021	22702
p94369	2.a.39.1.5	purine	EX_cpd00018_e0,EX_cpd00126_e0,EX_cpd00114_e0,EX_cpd00497_e0,EX_cpd00018_e0,EX_cpd00126_e0,EX_cpd00114_e0,EX_cpd00497_e0	rxn05471	gnl|tc-db|p94369|2.a.39.1.5	19.783	0.019	35.8	93	STY4_bin_1_NODE_22_length_67542_cov_591.459	24021	22702
p94369	2.a.39.1.5	purine	EX_cpd00018_e0,EX_cpd00126_e0,EX_cpd00114_e0,EX_cpd00497_e0,EX_cpd00018_e0,EX_cpd00126_e0,EX_cpd00114_e0,EX_cpd00497_e0	rxn29869	gnl|tc-db|p94369|2.a.39.1.5	19.783	0.019	35.8	93	STY4_bin_1_NODE_22_length_67542_cov_591.459	24021	22702
p94369	2.a.39.1.5	purine	EX_cpd00018_e0,EX_cpd00126_e0,EX_cpd00114_e0,EX_cpd00497_e0,EX_cpd00018_e0,EX_cpd00126_e0,EX_cpd00114_e0,EX_cpd00497_e0	rxn38756	gnl|tc-db|p94369|2.a.39.1.5	19.783	0.019	35.8	93	STY4_bin_1_NODE_22_length_67542_cov_591.459	24021	22702
p94529	3.a.1.1.34	l-arabinose		rxn05173,rxn08139,rxn11063	gnl|tc-db|p94529|3.a.1.1.34	30.303	4.49e-23	98.2	83	STY2_bin_2_NODE_316_length_18075_cov_32.1719	10148	9375
p94530	3.a.1.1.34	l-arabinose		rxn05173,rxn08139,rxn11063	gnl|tc-db|p94530|3.a.1.1.34	31.390	2.23e-19	86.3	79	STY2_bin_2_NODE_316_length_18075_cov_32.1719	9116	8451
p94633	2.a.75.1.1	lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|tc-db|p94633|2.a.75.1.1	25.806	3.51e-14	69.7	92	STY4_bin_1_NODE_67_length_45416_cov_442.926	19371	18820
p95302	3.a.1.7.4	phosphate	EX_cpd00016_e0,EX_cpd00079_e0,EX_cpd00080_e0,EX_cpd00235_e0,EX_cpd00793_e0,EX_cpd01912_e0	rxn05145,rxn09122	gnl|tc-db|p95302|3.a.1.7.4	48.954	1.63e-69	231	86	STY4_bin_1_NODE_665_length_14395_cov_437.523	9879	9163
p96116	3.a.1.15.8	zinc		rxn05150,rxn09388,rxn09392,rxn13918	gnl|tc-db|p96116|3.a.1.15.8	32.130	1.57e-40	149	89	STY2_bin_2_NODE_250_length_20551_cov_31.6072	1450	2265
p96117	3.a.1.15.8	zinc		rxn05150,rxn09388,rxn09392,rxn13918	gnl|tc-db|p96117|3.a.1.15.8	43.590	4.48e-38	140	88	STY1_bin_1_NODE_88_length_37377_cov_21.2193	35027	34326
p96118	3.a.1.15.8	zinc		rxn05150,rxn09388,rxn09392,rxn13918	gnl|tc-db|p96118|3.a.1.15.8	29.297	6.48e-06	45.8	85	STY4_bin_1_NODE_8_length_104303_cov_519.895	28092	28826
p96119	3.a.1.15.8	zinc		rxn05150,rxn09388,rxn09392,rxn13918	gnl|tc-db|p96119|3.a.1.15.8	32.143	1.05e-17	83.2	75	STY4_bin_1_NODE_8_length_104303_cov_519.895	28083	28874
q01937	3.a.1.1.4	lactose	EX_cpd00208_e0	rxn05598	gnl|tc-db|q01937|3.a.1.1.4	57.975	5.40e-111	354	88	STY3_bin_1_NODE_300_length_16217_cov_119.318	8344	7376
q02762	3.e.2.1.1	iron		rxn05555,rxn08472	gnl|tc-db|q02762|3.e.2.1.1	38.021	8.87e-26	101	95	STY4_bin_1_NODE_114_length_35050_cov_501.094	12125	11574
q03py5.2	3.a.1.28.2	folate		rxn90019	gnl|tc-db|q03py5.2|3.a.1.28.2	35.371	3.45e-40	146	82	STY4_bin_1_NODE_177_length_30030_cov_539.334	23275	22604
q03py6.2	3.a.1.28.2	folate		rxn90019	gnl|tc-db|q03py6.2|3.a.1.28.2	33.188	2.17e-33	127	78	STY4_bin_1_NODE_6809_length_5356_cov_497.155	4453	5136
q04895	2.a.39.3.1	allantoin		rxn05682,rxn08116,rxn09698,rxn34487	gnl|tc-db|q04895|2.a.39.3.1	25.403	1.70e-34	139	76	STY4_bin_1_NODE_22_length_67542_cov_591.459	24057	22693
q05596	3.a.1.23.6	cobalt		rxn05166,rxn08239	gnl|tc-db|q05596|3.a.1.23.6	32.751	3.84e-27	108	83	STY3_bin_1_NODE_143_length_24855_cov_115.692	7435	8112
q08637	3.a.2.2.2	sodium		rxn05622,rxn34391,rxn34513	gnl|tc-db|q08637|3.a.2.2.2	28.101	9.16e-31	124	84	STY2_bin_2_NODE_155_length_26797_cov_38.2147	2795	1671
q166t6	2.a.1.8.11	nitrite		rxn05625,rxn05626,rxn08998,rxn29093	gnl|tc-db|q166t6|2.a.1.8.11	66.957	0.0	568	99	STY2_bin_2_NODE_1255_length_9531_cov_95.1129	8162	6789
q1m7q2	3.a.1.11.6	putrescine		rxn05163,rxn09213,rxn11263	gnl|tc-db|q1m7q2|3.a.1.11.6	35.565	7.89e-36	133	87	STY3_bin_1_NODE_479_length_12788_cov_136.755	9098	8388
q1m7q2	3.a.1.11.6	spermidine		rxn05175,rxn09263,rxn11262	gnl|tc-db|q1m7q2|3.a.1.11.6	35.565	7.89e-36	133	87	STY3_bin_1_NODE_479_length_12788_cov_136.755	9098	8388
q1m7q4	3.a.1.11.6	putrescine		rxn05163,rxn09213,rxn11263	gnl|tc-db|q1m7q4|3.a.1.11.6	30.499	1.38e-34	132	93	STY3_bin_1_NODE_479_length_12788_cov_136.755	11483	10464
q1m7q4	3.a.1.11.6	spermidine		rxn05175,rxn09263,rxn11262	gnl|tc-db|q1m7q4|3.a.1.11.6	30.499	1.38e-34	132	93	STY3_bin_1_NODE_479_length_12788_cov_136.755	11483	10464
q1r4s9	4.a.2.1.9	fructose	EX_cpd00082_e0	rxn05560,rxn08535,rxn08536,rxn10175	gnl|tc-db|q1r4s9|4.a.2.1.9	29.197	1.07e-13	65.9	87	STY1_bin_1_NODE_24_length_74968_cov_22.6092	65880	66275
q2bm68	3.a.1.17.4	taurine		rxn05172,rxn09285	gnl|tc-db|q2bm68|3.a.1.17.4	28.754	1.26e-34	132	92	STY4_bin_1_NODE_155_length_31397_cov_510.711	20121	19213
q2bm70	3.a.1.17.4	taurine		rxn05172,rxn09285	gnl|tc-db|q2bm70|3.a.1.17.4	52.874	1.64e-68	229	85	STY3_bin_1_NODE_859_length_10111_cov_146.724	958	1731
q2fve9	3.a.1.5.43	nickel		rxn05174,rxn08989,rxn08993	gnl|tc-db|q2fve9|3.a.1.5.43	35.556	1.02e-29	117	75	STY4_bin_1_NODE_5_length_111668_cov_444.387	60760	60089
q2mgf9	3.a.1.15.14	manganese		rxn05149	gnl|tc-db|q2mgf9|3.a.1.15.14	41.897	2.36e-50	176	89	STY4_bin_1_NODE_8_length_104303_cov_519.895	27990	28748
q32ay2	3.a.1.14.18	iron		rxn05555,rxn08472	gnl|tc-db|q32ay2|3.a.1.14.18	33.681	1.51e-26	108	91	STY1_bin_1_NODE_161_length_26556_cov_35.6779	18655	19512
q3ivi6	2.a.56.1.4	dctp	EX_cpd00356_e0	rxn29860	gnl|tc-db|q3ivi6|2.a.56.1.4	26.804	1.99e-30	120	83	STY1_bin_1_NODE_13_length_102798_cov_19.4395	77255	78112
q3jze3	4.a.2.1.22	fructose	EX_cpd00082_e0	rxn05560,rxn08535,rxn08536,rxn10175	gnl|tc-db|q3jze3|4.a.2.1.22	29.371	9.80e-12	59.7	96	STY4_bin_1_NODE_17_length_74164_cov_478.465	70279	70695
q3mar5	3.a.1.11.10	putrescine		rxn05163,rxn09213,rxn11263	gnl|tc-db|q3mar5|3.a.1.11.10	45.152	2.16e-92	301	94	STY2_bin_2_NODE_179_length_24895_cov_31.0939	18316	19371
q3mar5	3.a.1.11.10	spermidine		rxn05175,rxn09263,rxn11262	gnl|tc-db|q3mar5|3.a.1.11.10	45.152	2.16e-92	301	94	STY2_bin_2_NODE_179_length_24895_cov_31.0939	18316	19371
q3mb44	3.a.1.2.29	ribose	EX_cpd01981_e0	rxn05160,rxn05644,rxn09227	gnl|tc-db|q3mb44|3.a.1.2.29	41.379	4.54e-110	358	95	STY2_bin_2_NODE_26_length_56691_cov_33.0094	20949	19489
q47537	3.a.1.17.1	sulfate	EX_cpd00681_e0	rxn05153,rxn09276,rxn29239	gnl|tc-db|q47537|3.a.1.17.1	27.632	7.28e-33	127	93	STY1_bin_1_NODE_119_length_31738_cov_22.2809	20089	19196
q47537	3.a.1.17.1	taurine		rxn05172,rxn09285	gnl|tc-db|q47537|3.a.1.17.1	27.632	7.28e-33	127	93	STY1_bin_1_NODE_119_length_31738_cov_22.2809	20089	19196
q47538	3.a.1.17.1	taurine		rxn05172,rxn09285	gnl|tc-db|q47538|3.a.1.17.1	43.019	5.89e-65	217	98	STY1_bin_1_NODE_119_length_31738_cov_22.2809	19019	18228
q47539	3.a.1.17.1	taurine		rxn05172,rxn09285	gnl|tc-db|q47539|3.a.1.17.1	47.177	8.59e-63	211	90	STY3_bin_1_NODE_859_length_10111_cov_146.724	1000	1731
q52663	3.a.1.3.7	asparagine	EX_cpd00132_e0	rxn08160,rxn10144	gnl|tc-db|q52663|3.a.1.3.7	59.621	1.88e-114	363	93	STY4_bin_1_NODE_4_length_120519_cov_465.846	105541	104591
q52663	3.a.1.3.7	aspartate	EX_cpd00041_e0,EX_cpd00041_e0	rxn05152,rxn08165	gnl|tc-db|q52663|3.a.1.3.7	59.621	1.88e-114	363	93	STY4_bin_1_NODE_4_length_120519_cov_465.846	105541	104591
q52663	3.a.1.3.7	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|tc-db|q52663|3.a.1.3.7	59.621	1.88e-114	363	93	STY4_bin_1_NODE_4_length_120519_cov_465.846	105541	104591
q52663	3.a.1.3.7	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|tc-db|q52663|3.a.1.3.7	59.621	1.88e-114	363	93	STY4_bin_1_NODE_4_length_120519_cov_465.846	105541	104591
q52664	3.a.1.3.7	asparagine	EX_cpd00132_e0	rxn08160,rxn10144	gnl|tc-db|q52664|3.a.1.3.7	45.966	9.68e-81	270	96	STY4_bin_1_NODE_4_length_120519_cov_465.846	104405	103272
q52664	3.a.1.3.7	aspartate	EX_cpd00041_e0,EX_cpd00041_e0	rxn05152,rxn08165	gnl|tc-db|q52664|3.a.1.3.7	45.966	9.68e-81	270	96	STY4_bin_1_NODE_4_length_120519_cov_465.846	104405	103272
q52664	3.a.1.3.7	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|tc-db|q52664|3.a.1.3.7	45.966	9.68e-81	270	96	STY4_bin_1_NODE_4_length_120519_cov_465.846	104405	103272
q52664	3.a.1.3.7	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|tc-db|q52664|3.a.1.3.7	45.966	9.68e-81	270	96	STY4_bin_1_NODE_4_length_120519_cov_465.846	104405	103272
q52665	3.a.1.3.7	asparagine	EX_cpd00132_e0	rxn08160,rxn10144	gnl|tc-db|q52665|3.a.1.3.7	49.644	2.98e-102	332	96	STY2_bin_2_NODE_279_length_19293_cov_28.7999	1882	824
q52665	3.a.1.3.7	aspartate	EX_cpd00041_e0,EX_cpd00041_e0	rxn05152,rxn08165	gnl|tc-db|q52665|3.a.1.3.7	49.644	2.98e-102	332	96	STY2_bin_2_NODE_279_length_19293_cov_28.7999	1882	824
q52665	3.a.1.3.7	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|tc-db|q52665|3.a.1.3.7	49.644	2.98e-102	332	96	STY2_bin_2_NODE_279_length_19293_cov_28.7999	1882	824
q52665	3.a.1.3.7	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|tc-db|q52665|3.a.1.3.7	49.644	2.98e-102	332	96	STY2_bin_2_NODE_279_length_19293_cov_28.7999	1882	824
q52666	3.a.1.3.7	asparagine	EX_cpd00132_e0	rxn08160,rxn10144	gnl|tc-db|q52666|3.a.1.3.7	73.180	4.21e-133	413	99	STY4_bin_1_NODE_4_length_120519_cov_465.846	102034	101252
q52666	3.a.1.3.7	aspartate	EX_cpd00041_e0,EX_cpd00041_e0	rxn05152,rxn08165	gnl|tc-db|q52666|3.a.1.3.7	73.180	4.21e-133	413	99	STY4_bin_1_NODE_4_length_120519_cov_465.846	102034	101252
q52666	3.a.1.3.7	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|tc-db|q52666|3.a.1.3.7	73.180	4.21e-133	413	99	STY4_bin_1_NODE_4_length_120519_cov_465.846	102034	101252
q52666	3.a.1.3.7	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|tc-db|q52666|3.a.1.3.7	73.180	4.21e-133	413	99	STY4_bin_1_NODE_4_length_120519_cov_465.846	102034	101252
q52980	2.a.63.1.1	potassium		rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|tc-db|q52980|2.a.63.1.1	33.333	5.42e-06	42.0	77	STY4_bin_1_NODE_11_length_92275_cov_574.104	90545	90276
q55281	3.a.1.15.1	manganese		rxn05149	gnl|tc-db|q55281|3.a.1.15.1	42.739	4.83e-47	166	93	STY2_bin_2_NODE_250_length_20551_cov_31.6072	2345	3052
q55282	3.a.1.15.1	manganese		rxn05149	gnl|tc-db|q55282|3.a.1.15.1	39.262	8.05e-53	184	95	STY4_bin_1_NODE_8_length_104303_cov_519.895	27993	28886
q55534	3.a.1.10.2	iron		rxn05555,rxn08472	gnl|tc-db|q55534|3.a.1.10.2	50.392	1.26e-132	425	92	STY1_bin_1_NODE_26_length_72910_cov_20.1249	2951	1422
q55835	3.a.1.10.2	iron		rxn05555,rxn08472	gnl|tc-db|q55835|3.a.1.10.2	41.369	3.08e-72	242	96	STY1_bin_1_NODE_26_length_72910_cov_20.1249	4068	3076
q56952	3.a.1.15.4	iron		rxn05555,rxn08472	gnl|tc-db|q56952|3.a.1.15.4	31.418	5.00e-42	153	83	STY2_bin_2_NODE_250_length_20551_cov_31.6072	1489	2271
q56953	3.a.1.15.4	iron		rxn05555,rxn08472	gnl|tc-db|q56953|3.a.1.15.4	44.872	9.64e-49	172	79	STY1_bin_1_NODE_88_length_37377_cov_21.2193	35018	34326
q56954	3.a.1.15.4	iron		rxn05555,rxn08472	gnl|tc-db|q56954|3.a.1.15.4	39.502	1.14e-44	160	94	STY4_bin_1_NODE_8_length_104303_cov_519.895	27984	28826
q56955	3.a.1.15.4	iron		rxn05555,rxn08472	gnl|tc-db|q56955|3.a.1.15.4	40.221	5.04e-50	176	90	STY4_bin_1_NODE_8_length_104303_cov_519.895	27972	28784
q56zn6	3.a.10.2.3	pyrophosphate		rxn05635,rxn30297,rxn11268	gnl|tc-db|q56zn6|3.a.10.2.3	42.406	2.27e-98	334	80	STY4_bin_1_NODE_2_length_187527_cov_473.197	76048	74252
q58762	3.a.1.6.9	molybdate		rxn05619,rxn08955	gnl|tc-db|q58762|3.a.1.6.9	37.069	2.45e-41	150	76	STY2_bin_2_NODE_4150_length_5820_cov_35.7844	3581	4276
q58763	3.a.1.6.9	molybdate		rxn05619,rxn08955	gnl|tc-db|q58763|3.a.1.6.9	22.321	3.19e-06	46.2	81	STY1_bin_1_NODE_26_length_72910_cov_20.1249	2900	2235
q5hgy5	3.a.1.11.8	putrescine		rxn05163,rxn09213,rxn11263	gnl|tc-db|q5hgy5|3.a.1.11.8	47.312	9.57e-72	241	75	STY2_bin_2_NODE_179_length_24895_cov_31.0939	18394	19218
q5hgy5	3.a.1.11.8	spermidine		rxn05175,rxn09263,rxn11262	gnl|tc-db|q5hgy5|3.a.1.11.8	47.312	9.57e-72	241	75	STY2_bin_2_NODE_179_length_24895_cov_31.0939	18394	19218
q5shv2	3.a.1.10.6	iron		rxn05555,rxn08472	gnl|tc-db|q5shv2|3.a.1.10.6	26.277	1.40e-18	85.1	80	STY4_bin_1_NODE_2_length_187527_cov_473.197	184137	184940
q5ska0	3.a.1.14.26	iron		rxn05555,rxn08472	gnl|tc-db|q5ska0|3.a.1.14.26	35.814	4.47e-25	102	85	STY2_bin_2_NODE_277_length_19354_cov_43.0234	6513	5890
q5ska2	3.a.1.14.26	iron		rxn05555,rxn08472	gnl|tc-db|q5ska2|3.a.1.14.26	22.569	2.2	28.1	81	STY4_bin_1_NODE_522_length_16192_cov_640.793	9832	8990
q66at6	3.a.1.15.18	zinc		rxn05150,rxn09388,rxn09392,rxn13918	gnl|tc-db|q66at6|3.a.1.15.18	29.429	1.34e-32	126	91	STY4_bin_1_NODE_11_length_92275_cov_574.104	66528	67526
q6lx42	2.a.25.1.3	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|tc-db|q6lx42|2.a.25.1.3	39.498	3.90e-70	240	94	STY4_bin_1_NODE_11_length_92275_cov_574.104	12293	10986
q6lx42	2.a.25.1.3	sodium		rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|tc-db|q6lx42|2.a.25.1.3	39.498	3.90e-70	240	94	STY4_bin_1_NODE_11_length_92275_cov_574.104	12293	10986
q6mi08	3.a.1.15.17	manganese		rxn05149	gnl|tc-db|q6mi08|3.a.1.15.17	37.017	5.40e-13	64.7	98	STY4_bin_1_NODE_11_length_92275_cov_574.104	66384	65854
q6mi08	3.a.1.15.17	zinc		rxn05150,rxn09388,rxn09392,rxn13918	gnl|tc-db|q6mi08|3.a.1.15.17	37.017	5.40e-13	64.7	98	STY4_bin_1_NODE_11_length_92275_cov_574.104	66384	65854
q6n8w8	2.a.56.1.10	c4-dicarboxylate		rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|tc-db|q6n8w8|2.a.56.1.10	31.136	4.55e-54	192	97	STY4_bin_1_NODE_2_length_187527_cov_473.197	3682	2369
q6n8w8	2.a.56.1.10	c4-dicarboxylate		rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|tc-db|q6n8w8|2.a.56.1.10	31.136	4.55e-54	192	97	STY4_bin_1_NODE_2_length_187527_cov_473.197	3682	2369
q6n8w8	2.a.56.1.10	c4-dicarboxylate		rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|tc-db|q6n8w8|2.a.56.1.10	31.136	4.55e-54	192	97	STY4_bin_1_NODE_2_length_187527_cov_473.197	3682	2369
q6n8w8	2.a.56.1.10	c4-dicarboxylate		rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|tc-db|q6n8w8|2.a.56.1.10	31.136	4.55e-54	192	97	STY4_bin_1_NODE_2_length_187527_cov_473.197	3682	2369
q6n8x0	2.a.56.1.10	c4-dicarboxylate		rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|tc-db|q6n8x0|2.a.56.1.10	23.701	2.93e-06	47.4	86	STY4_bin_1_NODE_2_length_187527_cov_473.197	28662	29537
q6n8x0	2.a.56.1.10	c4-dicarboxylate		rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|tc-db|q6n8x0|2.a.56.1.10	23.701	2.93e-06	47.4	86	STY4_bin_1_NODE_2_length_187527_cov_473.197	28662	29537
q6n8x0	2.a.56.1.10	c4-dicarboxylate		rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|tc-db|q6n8x0|2.a.56.1.10	23.701	2.93e-06	47.4	86	STY4_bin_1_NODE_2_length_187527_cov_473.197	28662	29537
q6n8x0	2.a.56.1.10	c4-dicarboxylate		rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|tc-db|q6n8x0|2.a.56.1.10	23.701	2.93e-06	47.4	86	STY4_bin_1_NODE_2_length_187527_cov_473.197	28662	29537
q6n8x0	2.a.56.1.10	dctp	EX_cpd00356_e0	rxn29860	gnl|tc-db|q6n8x0|2.a.56.1.10	23.701	2.93e-06	47.4	86	STY4_bin_1_NODE_2_length_187527_cov_473.197	28662	29537
q6tmy8	1.a.1.14.4	sodium		rxn34393,rxn34515,rxn10899	gnl|tc-db|q6tmy8|1.a.1.14.4	32.227	1.51e-23	97.8	80	STY3_bin_1_NODE_632_length_11389_cov_130.119	1421	798
q6u8d0	1.a.1.14.3	sodium		rxn34393,rxn34515,rxn10899	gnl|tc-db|q6u8d0|1.a.1.14.3	36.444	2.52e-25	103	79	STY3_bin_1_NODE_632_length_11389_cov_130.119	1484	816
q72h66	3.a.1.1.25	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|tc-db|q72h66|3.a.1.1.25	38.000	6.21e-17	79.0	89	STY4_bin_1_NODE_179_length_29791_cov_515.413	10972	10235
q72h67	3.a.1.1.25	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|tc-db|q72h67|3.a.1.1.25	33.969	1.45e-31	122	88	STY2_bin_2_NODE_4150_length_5820_cov_35.7844	1933	2715
q73re4	3.a.1.19.2	thiamine		rxn05177,rxn09297	gnl|tc-db|q73re4|3.a.1.19.2	46.199	2.38e-48	167	81	STY4_bin_1_NODE_9_length_100063_cov_443.882	84705	84193
q79ci9	3.a.1.23.1	nickel		rxn05174,rxn08989,rxn08993	gnl|tc-db|q79ci9|3.a.1.23.1	28.448	5.21e-20	87.0	97	STY4_bin_1_NODE_172_length_30412_cov_566.554	25944	26627
q79ve0	2.a.15.1.2	betaine	EX_cpd08306_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|tc-db|q79ve0|2.a.15.1.2	33.939	3.10e-80	275	77	STY4_bin_1_NODE_155_length_31397_cov_510.711	13295	11820
q79ve0	2.a.15.1.2	choline		rxn08213,rxn09692,rxn12380,rxn19034	gnl|tc-db|q79ve0|2.a.15.1.2	33.939	3.10e-80	275	77	STY4_bin_1_NODE_155_length_31397_cov_510.711	13295	11820
q79ve0	2.a.15.1.2	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|tc-db|q79ve0|2.a.15.1.2	33.939	3.10e-80	275	77	STY4_bin_1_NODE_155_length_31397_cov_510.711	13295	11820
q7cq74	3.a.1.5.24	nickel		rxn05174,rxn08989,rxn08993	gnl|tc-db|q7cq74|3.a.1.5.24	60.326	8.11e-134	420	100	STY4_bin_1_NODE_67_length_45416_cov_442.926	4612	3530
q7uq83	3.a.1.115.2	sodium		rxn05622,rxn34391,rxn34513	gnl|tc-db|q7uq83|3.a.1.115.2	35.945	2.98e-35	131	93	STY1_bin_1_NODE_64_length_45015_cov_21.4951	20515	21165
q7vj33	3.a.1.5.40	nickel		rxn05174,rxn08989,rxn08993	gnl|tc-db|q7vj33|3.a.1.5.40	25.855	2.17e-27	115	84	STY2_bin_2_NODE_14_length_71405_cov_33.0306	42442	41117
q7vj34	3.a.1.5.40	nickel		rxn05174,rxn08989,rxn08993	gnl|tc-db|q7vj34|3.a.1.5.40	31.959	2.92e-40	147	88	STY2_bin_2_NODE_14_length_71405_cov_33.0306	40739	39867
q82vn5	3.a.1.10.4	iron		rxn05555,rxn08472	gnl|tc-db|q82vn5|3.a.1.10.4	40.635	5.13e-61	210	91	STY4_bin_1_NODE_177_length_30030_cov_539.334	23263	22346
q82vn6	3.a.1.10.4	iron		rxn05555,rxn08472	gnl|tc-db|q82vn6|3.a.1.10.4	40.000	5.92e-98	323	93	STY1_bin_1_NODE_26_length_72910_cov_20.1249	2966	1497
q839d4	3.a.1.26.7,3.a.1.26.10	cobalt		rxn05166,rxn08239	gnl|tc-db|q839d4|3.a.1.26.7	36.161	2.16e-30	119	75	STY2_bin_2_NODE_132_length_29459_cov_35.3349	4401	3760
q839d5	3.a.1.26.7,3.a.1.26.10	cobalt		rxn05166,rxn08239	gnl|tc-db|q839d5|3.a.1.26.7	36.444	2.37e-37	138	81	STY1_bin_1_NODE_376_length_16151_cov_28.1383	1207	548
q87tn7	2.a.38.1.5	potassium		rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|tc-db|q87tn7|2.a.38.1.5	52.165	6.67e-140	442	100	STY2_bin_2_NODE_1126_length_9912_cov_37.2441	4003	5451
q898q9	3.a.10.1.7	pyrophosphate		rxn05635,rxn30297,rxn11268	gnl|tc-db|q898q9|3.a.10.1.7	51.744	7.22e-148	474	98	STY4_bin_1_NODE_2_length_187527_cov_473.197	76285	74252
